token,interval,split,strategy,fast,slow,gross_pnl,total_fees,net_pnl,equity_final,total_return,win_rate,profit_factor,trades,best_trade,worst_trade,median_trade,avg_win,avg_loss,expectancy,exposure,avg_holding,median_holding,max_win_streak,max_loss_streak,cagr,volatility,sharpe,sortino,max_drawdown,calmar,monthly_returns,period,overbought,oversold,signal
RELIANCE,3minute,TRAIN,EMA_CROSS,8.0,20.0,-793040.3642999574,204661.82,-997702.1842999574,2297.8157000433253,-99.77021842999567,2.308362369337979,0.008807016646265797,2296,2191.059199999939,-6438.895550000019,-132.32569999994732,167.26137075473056,-448.7592674765752,-434.5392788762881,18.26797622499275,13.172038327526133,6.0,2,272,-96.65747949848516,13.279599105989922,-17.48884886011037,-1.4229916291217153,-99.77021842999567,-0.9688009209512298,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -21.25030502472335, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -20.489762123530387, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -20.679990355150334, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -21.86193611913021, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -24.56697702785314, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -28.263853249190195, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -25.191731483930845, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -25.045050080005094, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -26.872090205750045, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -25.03209578957565, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -27.647115515166586, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -29.510529135080088, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -31.240850925745434, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -24.450770526513622, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -27.60993773769066, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -25.312473660679878, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -22.008657663577623, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -25.524048941872223, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -25.599073643185278, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -18.906030393841366, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -7.791189925199515}",,,,
RELIANCE,3minute,TEST,EMA_CROSS,8.0,20.0,-733714.6544229891,182195.79,-915910.4444229892,84089.55557701066,-91.59104444229894,4.129793510324483,0.03502563562573154,1017,5042.979600000021,-6944.123499999801,-667.0995999999438,791.5420119048044,-973.4925219722984,-900.6002403372557,40.77628852902625,28.448377581120944,6.0,2,119,-96.08855662019103,13.33356627053316,-16.630364271374912,-1.3613495809265381,-91.59104444229894,-1.0491042787564833,"{Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -19.358349214878757, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -19.954899741128752, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -23.56574190623225, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -24.602951799298523, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -23.726468408729527, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -23.159199073646796, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): -23.522561403012766, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): -26.94811193034964, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): -19.36141885186885}",,,,
RELIANCE,3minute,ALL,EMA_CROSS,8.0,21.0,-794441.7181503145,204410.48,-998852.1981503145,1147.8018496855177,-99.88521981503145,2.3041474654377883,0.01186167977874296,2604,2897.020800000128,-6172.940399999954,-80.93195000000176,199.8381650000107,-397.3437453027969,-383.58379345250177,14.916152928939292,13.547235023041475,6.0,2,265,-92.95689164644773,12.735295982695835,-14.244621846226659,-1.128975686820546,-99.88521981503145,-0.9306371034532068,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -20.004237703546924, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -19.793618990241825, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -20.695811763649917, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -21.613069435465924, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -24.260459583317374, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -28.197815463010144, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -24.38734362726921, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -25.043686697309898, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -24.726045985505717, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -24.824775280976365, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -26.868116511474007, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -29.402301279064712, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -31.113802589907046, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -23.198077660731276, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -27.094938226335717, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -23.586318363527635, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -21.76440446441449, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -25.905930113806807, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -25.24841032784575, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -23.189422072004582, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -16.236207081573937, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -14.615834118704141, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -16.220093867610096, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -24.56864088973746, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -2.7180176379365095, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -2.233937444201295, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -2.1206268258189165, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): 0.0}",,,,
RELIANCE,3minute,TRAIN,EMA_CROSS,8.0,21.0,-793544.5641999565,203917.8,-997462.3641999565,2537.635800043455,-99.74623641999565,2.1438142027690934,0.011852479646053843,2239,2897.020800000128,-6172.940399999954,-143.48139999999415,249.25433125001345,-460.7150032405099,-445.49457981239686,18.697787362049905,13.82492184010719,6.0,2,265,-96.46662619403207,13.134209126954568,-17.396827691180082,-1.40546676624318,-99.74623641999565,-0.9671204614462413,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -20.004237703546924, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -19.793618990241825, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -20.695811763649917, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -21.613069435465924, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -24.260459583317374, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -28.197815463010144, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -24.38734362726921, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -25.043686697309898, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -24.726045985505717, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -24.824775280976365, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -26.868116511474007, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -29.402301279064712, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -31.113802589907046, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -23.198077660731276, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -27.094938226335717, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -23.586318363527635, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -21.76440446441449, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -25.905930113806807, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -25.24841032784575, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -23.189422072004582, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -6.975024323014067}",,,,
RELIANCE,3minute,TEST,EMA_CROSS,8.0,21.0,-727937.5438272839,182011.79,-909949.3338272839,90050.66617271623,-90.99493338272838,4.321608040201005,0.039262672727878874,995,5296.516400000021,-5291.957599999803,-692.4576000000252,864.8164686046933,-994.8912205643758,-914.521943545009,39.085028117204345,27.871356783919598,6.0,2,94,-95.7216407967115,13.28298632526491,-16.23253412178742,-1.3227641059188309,-90.99493338272838,-1.0519447318467985,"{Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -18.560217888870845, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -17.748147684077754, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -23.663577311537153, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -24.540878156803704, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -22.968470282177233, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -22.87877122362002, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): -22.815434510125023, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): -26.713075973918443, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): -19.409495904009187}",,,,
RELIANCE,3minute,ALL,EMA_CROSS,9.0,20.0,-793988.6745003138,204865.97,-998854.6445003138,1145.3554996868966,-99.88546445003131,2.3166023166023164,0.011277701430360573,2590,2969.511350000131,-6216.952399999954,-84.94949999999585,189.88790666668112,-399.30747782621137,-385.6581638997351,13.982368237457981,12.767953667953668,6.0,2,261,-92.96277834803986,12.451173923983884,-14.577197104864473,-1.1626319029164889,-99.88546445003131,-0.9306937586954448,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -18.742289863405293, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -20.11172907215828, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -18.87793368617855, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -20.971789384503293, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -24.0568179046176, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -26.564078051180584, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -24.17385821838971, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -23.231542629371095, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -23.838705715363485, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -24.098528864742917, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -27.228819479888354, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -28.653261611441383, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -30.022175652183357, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -22.08150706743789, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -27.33974059137102, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -23.253057095927034, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -21.787047476258735, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -25.87115238830593, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -25.476755012261208, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -24.582672294840734, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -20.928811098409582, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -12.677877614697596, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -13.740722224339862, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -22.470223899199926, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -16.9355329681262, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -2.589257505101894, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -2.1250599923498203, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): 0.0}",,,,
RELIANCE,3minute,TRAIN,EMA_CROSS,9.0,20.0,-792947.6020499559,204299.66,-997247.2620499558,2752.737950044824,-99.72472620499552,2.203856749311295,0.011274157249405337,2178,2969.511350000131,-6216.952399999954,-159.23720000000506,236.90259479168472,-473.5298528638293,-457.87293941687585,17.186140910408813,13.0633608815427,6.0,2,261,-96.30210785427626,12.845220917624495,-17.548972392539728,-1.4403283844547274,-99.72472620499552,-0.9656793407115134,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -18.742289863405293, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -20.11172907215828, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -18.87793368617855, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -20.971789384503293, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -24.0568179046176, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -26.564078051180584, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -24.17385821838971, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -23.231542629371095, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -23.838705715363485, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -24.098528864742917, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -27.228819479888354, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -28.653261611441383, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -30.022175652183357, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -22.08150706743789, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -27.33974059137102, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -23.253057095927034, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -21.787047476258735, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -25.87115238830593, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -25.476755012261208, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -24.582672294840734, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -12.110881416364672}",,,,
RELIANCE,3minute,TEST,EMA_CROSS,9.0,20.0,-724790.227531223,180517.5,-905307.727531223,94692.27246877656,-90.53077275312235,3.611971104231166,0.03629816072211399,969,5511.046000000022,-5510.264731265971,-705.6165999999457,974.2493271429046,-1005.7884946265787,-934.2701006514167,40.37884233224811,29.56656346749226,6.0,2,114,-95.43066882568158,13.018171509277417,-16.219694434925493,-1.300013023869272,-90.53077275312235,-1.0541240942007781,"{Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -17.318093741548623, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -16.732719952328345, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -22.59182494291355, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -24.72062542408221, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -22.92149135114494, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -23.36524833623458, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): -22.86174858057114, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): -25.71312991266115, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): -19.556381127066093}",,,,
RELIANCE,3minute,ALL,EMA_CROSS,9.0,21.0,-793575.9641503134,205275.59,-998851.5541503134,1148.4458496867721,-99.88515541503132,2.18153486560187,0.015394962085403068,2567,7579.531500000063,-6313.768799999953,-88.80734999999721,278.8877848214439,-404.0100637595835,-389.1124090963433,11.785524012481924,10.858200233735879,6.0,2,216,-92.95534324503907,12.415712451500626,-14.61335444688747,-1.1543382604876797,-99.88515541503132,-0.9306222016555084,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -18.014359981028537, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -18.963471828828027, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -17.854679779798367, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -19.91373231844805, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -24.248560650077387, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -26.477557783662675, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -23.85778535751998, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -23.213776896851602, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -23.224031843380043, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -23.80267161977051, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -25.851932831636194, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -28.65852462947599, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -30.36472828538841, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -22.389187249516805, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -26.16558358456237, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -21.79347046885366, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -21.847872150867488, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -26.951985381487997, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -26.18193489773404, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -22.0014146548827, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -24.30052706424526, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -14.269186286244617, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -13.380584804322915, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -21.543817478442516, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -23.706737151529033, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -1.9776177757789393, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -2.119462871488509, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): 0.0}",,,,
RELIANCE,3minute,TRAIN,EMA_CROSS,9.0,21.0,-792253.3613999555,204562.42,-996815.7813999554,3184.2186000446914,-99.68157813999554,2.215935879302216,0.015400897364637903,2121,7579.531500000063,-6313.768799999953,-171.38024999998623,331.7444287234226,-488.14260826902427,-469.97443724656085,13.290324918906185,10.373408769448373,6.0,2,216,-95.98832371985809,12.704418699431564,-17.30649975229573,-1.3986251362635485,-99.68157813999554,-0.9629494788400065,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -18.014359981028537, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -18.963471828828027, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -17.854679779798367, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -19.91373231844805, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -24.248560650077387, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -26.477557783662675, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -23.85778535751998, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -23.213776896851602, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -23.224031843380043, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -23.80267161977051, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -25.851932831636194, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -28.65852462947599, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -30.36472828538841, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -22.389187249516805, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -26.16558358456237, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -21.79347046885366, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -21.847872150867488, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -26.951985381487997, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -26.18193489773404, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -22.0014146548827, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -10.48983464540678}",,,,
RELIANCE,3minute,TEST,EMA_CROSS,9.0,21.0,-726180.2476812243,177547.39,-903727.6376812243,96272.36231877415,-90.37276376812258,3.571428571428571,0.03497666187970013,952,5530.549600000022,-5510.264731265971,-729.9149999999643,963.3834676471013,-1020.1336335307468,-949.2937370601094,40.218172593125026,29.974789915966387,6.0,2,112,-95.3305950359178,13.10637276100653,-15.996559110775939,-1.2515735259931329,-90.37276376812258,-1.054859794711114,"{Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -17.057865521520256, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -17.434401429678424, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -23.2594634084373, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -24.681186786838914, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -21.504761899027514, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -23.40162421327755, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): -22.753984105201997, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): -25.480456227562975, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): -18.814595634081645}",,,,
RELIANCE,3minute,ALL,SMA_CROSS,20.0,50.0,-788499.8030142356,202954.38,-991454.1830142356,8545.816985764466,-99.14541830142356,2.5316455696202533,0.014007770207052083,1738,2618.66000000005,-8716.233964280018,-274.2316499999892,320.12197613639995,-593.5888724700337,-570.4569522521492,12.100755028234248,16.46029919447641,6.0,2,190,-84.53122201140528,8.245264679621112,-15.506159034611262,-1.1444060946949637,-99.14541830142356,-0.8525983697442482,"{Timestamp('2023-01-31 00:00:00+0530', tz='UTC+05:30'): 0.0, Timestamp('2023-02-28 00:00:00+0530', tz='UTC+05:30'): -11.750035362142452, Timestamp('2023-03-31 00:00:00+0530', tz='UTC+05:30'): -12.252228335896175, Timestamp('2023-04-30 00:00:00+0530', tz='UTC+05:30'): -10.970764809188271, Timestamp('2023-05-31 00:00:00+0530', tz='UTC+05:30'): -12.465108449850737, Timestamp('2023-06-30 00:00:00+0530', tz='UTC+05:30'): -14.478295444112332, Timestamp('2023-07-31 00:00:00+0530', tz='UTC+05:30'): -15.808423654320059, Timestamp('2023-08-31 00:00:00+0530', tz='UTC+05:30'): -13.998231524325178, Timestamp('2023-09-30 00:00:00+0530', tz='UTC+05:30'): -13.40334234961933, Timestamp('2023-10-31 00:00:00+0530', tz='UTC+05:30'): -13.685241016386229, Timestamp('2023-11-30 00:00:00+0530', tz='UTC+05:30'): -14.407740456453212, Timestamp('2023-12-31 00:00:00+0530', tz='UTC+05:30'): -12.684196677817495, Timestamp('2024-01-31 00:00:00+0530', tz='UTC+05:30'): -14.49863781157651, Timestamp('2024-02-29 00:00:00+0530', tz='UTC+05:30'): -14.910588156928728, Timestamp('2024-03-31 00:00:00+0530', tz='UTC+05:30'): -10.187948793042068, Timestamp('2024-04-30 00:00:00+0530', tz='UTC+05:30'): -14.989147974559947, Timestamp('2024-05-31 00:00:00+0530', tz='UTC+05:30'): -11.973601304024884, Timestamp('2024-06-30 00:00:00+0530', tz='UTC+05:30'): -12.480856260408746, Timestamp('2024-07-31 00:00:00+0530', tz='UTC+05:30'): -16.92177711068239, Timestamp('2024-08-31 00:00:00+0530', tz='UTC+05:30'): -16.94834923676978, Timestamp('2024-09-30 00:00:00+0530', tz='UTC+05:30'): -18.640174848115976, Timestamp('2024-10-31 00:00:00+0530', tz='UTC+05:30'): -17.20286587488411, Timestamp('2024-11-30 00:00:00+0530', tz='UTC+05:30'): -12.320058879180419, Timestamp('2024-12-31 00:00:00+0530', tz='UTC+05:30'): -12.20254604906047, Timestamp('2025-01-31 00:00:00+0530', tz='UTC+05:30'): -17.68787309619618, Timestamp('2025-02-28 00:00:00+0530', tz='UTC+05:30'): -18.52492758595008, Timestamp('2025-03-31 00:00:00+0530', tz='UTC+05:30'): -13.135800484458615, Timestamp('2025-04-30 00:00:00+0530', tz='UTC+05:30'): -15.498044305757407, Timestamp('2025-05-31 00:00:00+0530', tz='UTC+05:30'): -19.780217279079803, Timestamp('2025-06-30 00:00:00+0530', tz='UTC+05:30'): -13.145488734360411, Timestamp('2025-07-31 00:00:00+0530', tz='UTC+05:30'): -10.934819343489256}",,,,
