date,open,high,low,close,volume,SMA_FAST,SMA_SLOW,SMA_CROSS_LONG_SIGNAL,SMA_CROSS_SHORT_SIGNAL,EMA_FAST,EMA_SLOW,EMA_CROSS_LONG_SIGNAL,EMA_CROSS_SHORT_SIGNAL,RSI,RSI_LONG_SIGNAL,RSI_SHORT_SIGNAL,ADX,ADX_LONG_SIGNAL,ADX_SHORT_SIGNAL,ADX_LONG_EXIT_SIGNAL,ADX_SHORT_EXIT_SIGNAL,BOLLINGER_UPPER,BOLLINGER_LOWER,BOLLINGER_LONG_SIGNAL,BOLLINGER_SHORT_SIGNAL,CCI,CCI_LONG_SIGNAL,CCI_SHORT_SIGNAL,DONCHIAN_HIGH,DONCHIAN_LOW,DONCHIAN_LONG_SIGNAL,DONCHIAN_SHORT_SIGNAL,EMA_FAST,EMA_SLOW,MACD,MACD_SIGNAL,MACD_LONG_SIGNAL,MACD_SHORT_SIGNAL,SUPERTREND,SUPER_TREND_LONG_SIGNAL,SUPER_TREND_SHORT_SIGNAL,VOLUME_SPIKE,VOLUME_SPIKE_LONG_SIGNAL,VOLUME_SPIKE_SHORT_SIGNAL,WILLIAMSR,WILLIAMS_R_LONG_SIGNAL,WILLIAMS_R_SHORT_SIGNAL,STOCH_K,STOCH_D,STOCHASTIC_LONG_SIGNAL,STOCHASTIC_SHORT_SIGNAL,ATR,ATR_SPIKE_SIGNAL,MFI,MFI_LONG_SIGNAL,MFI_SHORT_SIGNAL,AROON_UP,AROON_DOWN,AROON_LONG_SIGNAL,AROON_SHORT_SIGNAL,CMF,CHAIKIN_MF_LONG_SIGNAL,CHAIKIN_MF_SHORT_SIGNAL,DEMA,DEMA_LONG_SIGNAL,DEMA_SHORT_SIGNAL,ENVELOPE_UPPER,ENVELOPE_LOWER,ENVELOPE_LONG_SIGNAL,ENVELOPE_SHORT_SIGNAL,HULL_MA,HULL_MA_LONG_SIGNAL,HULL_MA_SHORT_SIGNAL,KELTNER_UPPER,KELTNER_LOWER,KELTNER_LONG_SIGNAL,KELTNER_SHORT_SIGNAL,MOMENTUM,MOMENTUM_LONG_SIGNAL,MOMENTUM_SHORT_SIGNAL,OBV,OBV_SIGNAL_MA,OBV_LONG_SIGNAL,OBV_SHORT_SIGNAL,PIVOT,PIVOT_LONG_SIGNAL,PIVOT_SHORT_SIGNAL,PSAR,PSAR_LONG_SIGNAL,PSAR_SHORT_SIGNAL,ROC,ROC_LONG_SIGNAL,ROC_SHORT_SIGNAL,STOCH_RSI,STOCH_RSI_LONG_SIGNAL,STOCH_RSI_SHORT_SIGNAL,TEMA,TEMA_LONG_SIGNAL,TEMA_SHORT_SIGNAL,TRIX,TRIX_LONG_SIGNAL,TRIX_SHORT_SIGNAL,ULTIMATE_OSC,ULTIMATE_OSC_LONG_SIGNAL,ULTIMATE_OSC_SHORT_SIGNAL,VWAP,VWAP_LONG_SIGNAL,VWAP_SHORT_SIGNAL
2025-04-30 00:00:00+05:30,1913.0,1936.9,1910.3,1925.0,15968435,1857.4,1776.78,0,0,1895.8303679044122,1850.734111850575,0,0,77.93921175684699,0,0,31.5939458629439,1,0,0,0,1993.1491727221094,1721.6508272778908,0,0,71.83807688660025,0,0,1978.9,1738.2,0,0,1895.8303679044122,1850.734111850575,45.09625605383735,42.87340513090106,0,0,1818.5399999999997,0,1,0,0,0,-23.578302712161005,0,0,76.421697287839,74.30370106243295,0,0,37.70357142857146,0,71.83886193590541,0,0,35.714285714285715,100.0,0,1,0.02510618210983562,1,0,1926.821708437582,0,1,1903.835,1810.9650000000001,1,0,1960.7672619047617,0,0,1934.183731656189,1802.2137316561887,0,0,60.09999999999991,1,0,173811405,132569524.3,1,0,1912.6000000000001,0,1,1880.4574468962908,0,0,3.222692905785829,1,0,1.0,0,0,1943.3834924401192,0,0,0.3521914295153916,1,0,49.45935242026211,0,0,1752.0985429497075,1,0
2025-05-02 00:00:00+05:30,1929.8,1941.9,1920.0,1925.0,11406024,1862.2400000000002,1781.144,0,0,1900.3180036114259,1856.2352887505324,0,0,77.06198992880704,0,1,34.89012045699083,1,0,0,0,2000.4852724993566,1723.9947275006439,0,0,70.5004667142252,0,0,1978.9,1738.2,0,0,1900.3180036114259,1856.2352887505324,44.082714860893475,43.11526707689955,0,0,2006.6550000000002,1,0,0,0,0,-23.9130434782609,0,0,76.0869565217391,74.46175456580175,0,0,37.003571428571455,0,71.14342476085999,0,0,42.857142857142854,100.0,0,1,-0.021507380241589394,1,0,1931.6085746195818,0,0,1908.796,1815.6840000000002,1,0,1973.9174999999998,0,0,1938.7683762603613,1808.448376260361,0,0,47.0,1,0,173811405,136307665.05,1,0,1924.0666666666666,1,0,1892.270553268736,0,0,2.502662406815759,1,0,0.9641809437722209,0,1,1946.0639623837446,0,0,0.3546910523530622,1,0,43.557413072579585,0,0,1754.1179286948102,1,0
2025-05-05 00:00:00+05:30,1939.0,1952.0,1932.3,1936.8,7534012,1870.6875,1785.9260000000002,0,0,1905.9306184404372,1862.2030451393819,0,0,79.05953991880918,0,0,38.58031805892831,1,0,0,0,2005.2459235271263,1736.1290764728737,0,0,76.70422214635269,0,0,1978.9,1738.2,0,0,1905.9306184404372,1862.2030451393819,43.72757330105537,43.237728321730714,0,0,1842.31,0,1,0,0,0,-20.622091599314288,0,0,79.37790840068571,77.2955207367546,0,0,37.3964285714286,0,76.00954706400296,0,0,50.0,100.0,0,1,0.009265770386372664,0,1,1937.557979938428,0,0,1917.4546874999999,1823.9203125,1,0,1980.9508333333333,0,0,1942.3016261403268,1816.9516261403269,0,0,30.09999999999991,1,0,181345417,141135281.55,1,0,1928.9666666666665,1,0,1902.6660868764877,0,0,1.578643730004714,1,0,1.0,0,1,1950.6303342750825,0,0,0.3558474570186654,1,0,49.259540568060686,0,0,1755.516456295365,1,0
2025-05-06 00:00:00+05:30,1930.0,1940.1,1924.3,1931.7,8745078,1877.4275000000002,1790.6630000000002,0,0,1909.8951386803699,1867.3509677216498,0,0,74.12627920447963,0,0,40.984560010486,1,0,0,0,2009.9120431898034,1744.942956810197,0,0,62.53127044606063,0,0,1978.9,1738.2,0,0,1909.8951386803699,1867.3509677216498,42.54417095872009,43.09901684912859,0,0,2006.6550000000002,1,0,0,0,0,-38.0952380952381,0,0,61.9047619047619,72.4565422757289,0,0,34.639285714285734,0,70.53266635003715,0,0,57.14285714285714,100.0,0,1,-0.010383122267450216,1,0,1941.5834555743472,0,0,1924.3631875,1830.4918125000002,1,0,1982.2009523809522,0,0,1945.9909950793433,1823.1809950793433,0,0,4.600000000000136,1,0,172600339,145236305.05,1,0,1940.3666666666668,1,0,1911.8141564513091,0,0,0.23870063826476606,1,0,0.7293761299168845,0,1,1952.568918100911,0,0,0.3547631873501267,1,0,47.44725033590087,0,0,1757.0682560737716,1,0
2025-05-07 00:00:00+05:30,1934.0,1948.7,1922.4,1945.6,10710389,1884.9649999999997,1795.2279999999998,0,0,1915.3881942680052,1873.1471923348608,0,0,68.79366557987888,0,0,41.52590298612092,1,0,0,0,2014.7947674892628,1755.1352325107366,0,0,65.9136224863353,0,0,1978.9,1738.2,0,0,1915.3881942680052,1873.1471923348608,42.24100193314439,42.927413865931754,0,1,1849.3300000000002,0,1,0,0,0,-28.125000000000135,0,0,71.87499999999987,71.05255676848249,0,0,31.514285714285734,0,68.33733598654376,0,0,64.28571428571429,100.0,0,1,0.012433857851588473,0,1,1947.2410101860626,0,0,1932.0891249999995,1837.8408749999996,1,0,1979.2809523809524,0,0,1951.7318526908346,1829.0618526908345,0,0,-16.100000000000136,1,0,183310728,150154098.95,1,0,1932.033333333333,0,1,1919.8644576771521,0,0,-0.8207167252892944,0,0,0.43684495828114145,0,0,1957.078611556933,0,0,0.35300272976710456,1,0,50.220990017928344,0,0,1759.0802961137717,1,0
2025-05-08 00:00:00+05:30,1954.8,1954.8,1919.1,1928.5,17401715,1890.525,1799.3369999999998,0,0,1917.4053951498506,1877.2474003100563,0,0,61.545496113397355,0,0,42.236337524215195,1,0,0,0,2017.6497812190855,1763.4002187809147,0,0,56.22307768747854,0,0,1978.9,1738.2,0,0,1917.4053951498506,1877.2474003100563,40.157994839794355,42.373530060704276,0,0,2006.6550000000002,1,0,0,0,0,-49.315068493150754,0,0,50.68493150684925,61.48823113720368,0,0,32.40000000000003,0,60.24124693617799,0,0,71.42857142857143,100.0,0,1,0.01875395923146037,1,0,1948.9353444917276,0,0,1937.788125,1843.2618750000001,1,0,1973.8361904761903,0,0,1955.8457238631358,1832.205723863136,0,0,4.599999999999909,0,1,165909013,153363295.75,1,0,1938.9000000000003,1,0,1978.9,0,0,0.23909766619887307,0,0,0.014043518217840577,0,0,1956.0208598750892,0,0,0.3482968595204472,1,0,46.05280255683813,0,0,1761.9678953088219,1,0
2025-05-09 00:00:00+05:30,1910.1,1919.0,1886.8,1889.7,8594398,1897.125,1802.5870000000002,0,0,1913.1430266652583,1878.1698151019039,0,0,46.28496503496503,0,0,40.65062315946908,1,0,0,0,2007.8644975417076,1786.3855024582924,0,0,1.194626179893034,0,0,1978.9,1750.3,0,0,1913.1430266652583,1878.1698151019039,34.973211563354425,40.89346636123431,0,0,1857.5399999999997,0,1,0,0,0,-96.8512486427795,0,0,3.148751357220507,41.90289428802321,0,0,32.307142857142885,0,53.31264726310904,0,0,78.57142857142857,100.0,1,1,-0.0020018170127164437,1,0,1943.432849335321,0,0,1944.553125,1849.6968749999999,0,0,1965.9623809523807,0,0,1954.4887501618848,1832.7387501618848,0,0,-27.09999999999991,1,0,157314615,157092658.9,1,0,1934.1333333333332,0,1,1977.7040000000002,0,1,-1.4138146911519156,0,0,0.0,1,0,1944.9894224715297,0,0,0.33697418921960764,1,0,40.78649551427832,0,0,1763.034137804081,1,0
2025-05-12 00:00:00+05:30,1917.6,1959.9,1912.3,1957.2,9309486,1906.5275000000001,1807.989,0,0,1919.9210225629108,1884.0239028721332,0,0,55.454874954693764,0,0,38.92030957620512,1,0,0,0,2002.4590955580654,1810.5959044419349,0,0,72.73203238131192,0,0,1978.9,1753.5,0,0,1919.9210225629108,1884.0239028721332,35.89711969077757,39.894197027142965,0,0,1989.18,1,0,0,0,0,-23.561346362649306,1,0,76.4386536373507,43.42411216714015,1,0,34.17857142857146,0,51.14321605227398,0,0,85.71428571428571,7.142857142857142,1,1,0.016491433634348344,0,1,1950.156135575189,0,0,1954.1906875,1858.8643125,0,0,1959.7341666666666,0,0,1962.1345834798008,1837.2045834798005,0,0,46.0,0,1,166624101,160398399.55,1,0,1898.5,0,1,1974.0678400000002,0,0,2.4068647969861967,0,1,0.2797873031832652,1,0,1952.2115533739982,0,0,0.3282983940681161,1,0,51.888075998868,0,0,1764.774059797601,1,0
2025-05-13 00:00:00+05:30,1950.0,1961.7,1920.0,1922.6,12121051,1914.4075,1812.5909999999997,0,0,1920.3331729378476,1886.8813915482715,0,0,42.914099311344664,0,0,36.39533043103646,1,0,0,0,1983.537494061535,1845.277505938465,0,0,54.419607816056384,0,0,1978.9,1774.75,0,0,1920.3331729378476,1886.8813915482715,33.45178138957613,38.6057138996296,0,0,1857.5399999999997,0,1,0,0,0,-61.12920738327915,0,0,38.87079261672085,39.486065870430686,0,0,34.05000000000003,0,39.83184286505701,0,0,92.85714285714286,14.285714285714285,1,0,-0.02667448096190888,1,0,1949.7658255620613,1,0,1962.2676875,1866.5473125,1,0,1954.3744047619045,0,0,1966.3384326722007,1837.3684326722005,0,0,2.3999999999998636,1,0,154503050,163659452.85,1,0,1943.1333333333332,1,0,1970.5771264000002,0,0,0.1249869805228565,1,0,0.0,0,0,1949.1647666917004,1,0,0.31740004906462005,1,0,46.84159223830905,0,0,1766.5942305745007,1,0
2025-05-14 00:00:00+05:30,1922.1,1930.2,1903.0,1910.6,7722654,1919.6,1817.261,0,0,1918.8357617166403,1888.6383255076587,0,0,47.34106357457013,0,0,34.469263014445346,1,0,0,0,1966.8065115936627,1872.3934884063372,0,0,-23.68905243790367,0,0,1978.9,1855.0,0,0,1918.8357617166403,1888.6383255076587,30.19743620898157,36.924058361499995,0,0,1989.18,1,0,0,0,0,-68.22429906542065,0,0,31.775700934579337,49.02838239621696,0,0,31.821428571428605,0,41.91008624192694,0,0,100.0,21.428571428571427,1,0,-0.0686928233913904,0,1,1947.136099720121,0,1,1967.5899999999997,1871.61,0,0,1948.732380952381,0,0,1965.426439084372,1839.946439084372,0,0,1.7999999999999545,1,0,146780396,165714979.3,0,1,1934.7666666666664,0,1,1967.2260413440001,0,0,0.09430008382229627,0,0,0.12247642271958464,1,0,1943.2682189543275,0,1,0.3035936935841477,1,0,46.82982939829072,0,0,1767.6446445249421,1,0
2025-05-15 00:00:00+05:30,1913.5,1944.8,1897.0,1933.8,16120729,1923.045,1822.29,0,0,1921.1379522217726,1891.9836347293135,0,0,53.1930879038317,0,0,32.02892682488422,0,1,0,0,1962.9326039311584,1883.1573960688418,0,0,6.726212744732066,0,0,1978.9,1860.5,0,0,1921.1379522217726,1891.9836347293135,29.154317492459086,35.370110187691814,0,0,1857.5399999999997,0,1,0,0,0,-37.249666221628914,0,0,62.75033377837108,44.46560910989043,0,0,33.89285714285716,0,51.66582215863574,0,0,14.285714285714285,28.57142857142857,1,0,-0.026695424235151807,0,1,1948.6872676216567,0,0,1971.121125,1874.968875,0,0,1944.2347619047619,0,0,1970.989635362051,1840.3096353620508,0,0,8.799999999999955,1,0,162901125,167344083.6,0,1,1914.5999999999997,0,1,1964.0089996902402,0,0,0.45714285714284486,0,0,0.2843785666943645,1,0,1943.817624414421,0,0,0.290312394351977,1,0,50.9418947863269,0,0,1770.1366564041002,1,0
2025-05-16 00:00:00+05:30,1933.8,1943.8,1928.4,1934.7,7934005,1925.8799999999999,1826.97,0,0,1923.2244211107306,1895.1478099345495,0,0,54.49330783938815,0,0,30.089472001228597,1,0,0,0,1959.9183437039142,1891.8416562960856,0,0,49.33596982063521,0,0,1978.9,1876.7,0,0,1923.2244211107306,1895.1478099345495,28.07661117618113,33.91141038538968,0,0,1989.18,1,0,0,0,0,-36.048064085447216,0,0,63.951935914552784,52.82599020916774,0,0,32.050000000000004,0,57.39322457913677,0,0,21.428571428571427,35.714285714285715,0,0,-0.052326068747494875,0,1,1950.0023876425819,0,0,1974.0269999999998,1877.733,0,0,1939.4661904761906,0,0,1972.9663367561413,1843.8663367561414,0,0,9.700000000000045,1,0,170835130,168891467.65,0,1,1925.2,1,0,1960.9206397026305,0,0,0.5038961038960954,0,0,0.32035046007025925,0,0,1944.1843131230423,0,0,0.27747243599425264,1,0,48.40754607610075,0,0,1771.3424769970536,1,0
2025-05-19 00:00:00+05:30,1937.0,1945.0,1931.0,1938.7,5101482,1927.48,1831.096,0,0,1925.6052794013874,1898.373898087546,0,0,53.60623781676413,0,0,28.25186099099084,1,0,0,0,1960.7212932803152,1894.2387067196848,0,0,58.90165554731935,0,0,1978.9,1886.8,0,0,1925.6052794013874,1898.373898087546,27.23138131384144,32.575404571080036,0,0,1857.5399999999997,0,1,0,0,0,-30.707610146862446,0,0,69.29238985313756,65.33155318202049,0,0,31.528571428571436,0,56.8754248243691,0,0,28.57142857142857,42.857142857142854,0,0,-0.08333059441027958,0,1,1951.657012555391,0,0,1975.667,1879.293,0,0,1935.776785714286,0,0,1972.9504951603185,1849.6504951603183,0,0,1.900000000000091,1,0,175936612,169801348.7,1,0,1935.6333333333332,1,0,1957.9558141145253,0,0,0.09809995869476396,0,0,0.29580877493056196,0,0,1945.1899436689557,0,0,0.26535111529122357,1,0,50.23428193042337,0,0,1772.1272740715206,1,0
2025-05-20 00:00:00+05:30,1928.1,1934.6,1913.0,1914.9,11939545,1926.8700000000001,1835.3630000000003,0,0,1923.9583133396354,1899.5980537847647,0,0,51.134250650799586,0,0,26.7267832141998,1,0,0,0,1960.585034909487,1893.1549650905133,0,0,-44.309511761963044,0,0,1978.9,1886.8,0,0,1923.9583133396354,1899.5980537847647,24.36025955487071,30.93237556783817,0,0,1989.18,1,0,0,0,0,-62.483311081441784,0,0,37.516688918558216,56.92033822874953,0,0,31.321428571428587,0,55.92745002529457,0,0,35.714285714285715,50.0,0,0,-0.11645572539691884,0,1,1948.78680990023,0,0,1975.0417499999999,1878.6982500000001,0,0,1932.7930952380957,1,0,1971.38330514505,1851.90330514505,0,0,-16.799999999999955,1,0,163997067,169258070.05,1,0,1938.2333333333333,1,0,1955.1095815499443,0,0,-0.8697002640161489,0,0,0.2274187615728594,0,0,1939.827037285268,0,0,0.2512084248888602,1,0,51.44286390209793,0,0,1773.6771909223057,1,0
2025-05-21 00:00:00+05:30,1927.0,1946.9,1921.1,1926.8,7566020,1925.125,1839.6989999999998,0,0,1924.3954959027685,1901.6130127636711,0,0,50.34013605442176,0,0,22.795749830988665,1,0,0,0,1954.5951186753189,1895.6548813246811,0,0,29.877971726362695,0,0,1978.9,1886.8,0,0,1924.3954959027685,1901.6130127636711,22.782483139097394,29.302397082090017,0,0,1857.5399999999997,0,1,0,0,0,-46.595460614152266,0,0,53.40453938584773,53.40453938584784,0,0,31.600000000000005,0,53.340102299328116,0,0,42.857142857142854,57.14285714285714,0,0,-0.19900549319851968,0,1,1948.1999745662108,0,0,1973.2531249999997,1876.996875,0,0,1929.9454761904763,0,1,1971.8467998931403,1854.3267998931403,0,0,-18.799999999999955,0,1,171563087,167944048.65,0,1,1920.8333333333333,0,1,1952.3771982879466,0,0,-0.9662828947368363,0,0,0.2054487818732945,0,0,1938.1092745011351,0,0,0.23708912356783518,1,0,41.46667405275645,0,0,1774.7233683404813,1,0
2025-05-22 00:00:00+05:30,1915.2,1924.2,1905.2,1919.9,10653335,1924.925,1844.297,0,0,1923.7038811484965,1902.9676044108066,0,0,49.060773480663,0,0,18.544277579516407,0,0,0,0,1954.4842803131626,1895.3657196868373,0,0,-63.04554344789192,0,0,1961.7,1886.8,0,0,1923.7038811484965,1902.9676044108066,20.736276737689877,27.58917301320999,0,0,1989.18,1,0,0,0,0,-55.80774365821082,0,0,44.19225634178918,45.037828215398385,0,0,31.578571428571422,0,45.585676065429695,0,0,50.0,64.28571428571429,0,0,-0.11024298365293358,0,1,1946.3406067317633,0,0,1973.0481249999998,1876.8018749999999,0,0,1927.5114285714285,0,0,1968.5556760937939,1858.9156760937935,0,0,-8.599999999999909,0,1,160909752,166861626.55,1,0,1931.6000000000001,1,0,1949.7541103564288,0,0,-0.44594244231267455,0,0,0.170053928407473,0,0,1934.7635515151703,0,0,0.22241107560523332,1,0,48.177713839829984,0,0,1776.106687023587,1,0
2025-05-23 00:00:00+05:30,1920.1,1937.0,1914.5,1933.6,4783036,1925.7649999999999,1849.145,0,0,1925.2263609718048,1905.236670750747,0,0,49.4147768836869,0,0,14.100487510761413,0,0,0,1,1955.3069256044962,1896.2230743955035,0,0,13.205268034106272,0,0,1961.7,1886.8,0,0,1925.2263609718048,1905.236670750747,19.9896902210578,26.069276454779555,0,0,1857.5399999999997,0,1,0,0,0,-37.516688918558216,0,0,62.483311081441784,53.36003560302624,0,0,31.25714285714285,0,44.48789473500794,0,0,57.14285714285714,71.42857142857143,0,0,-0.11394180859263739,0,1,1946.9631076393955,0,0,1973.9091249999997,1877.6208749999998,0,0,1927.7845238095238,0,0,1970.8175164658135,1860.4375164658134,0,0,43.899999999999864,0,1,165692788,166666650.1,0,1,1916.4333333333334,0,1,1947.2359459421716,0,0,2.323120071969087,0,0,0.2082737442434144,1,0,1935.2236840207297,0,0,0.20898931797297404,1,0,53.28118331886543,0,0,1776.7775776905726,1,0
2025-05-26 00:00:00+05:30,1935.0,1949.9,1926.9,1940.2,5401430,1927.2150000000001,1854.1640000000002,0,0,1927.5299977453733,1907.8265469914325,0,0,51.54601673335758,0,0,10.919358929065302,0,0,0,1,1956.5932071037723,1897.836792896228,0,0,81.71035290672394,0,0,1961.7,1886.8,0,0,1927.5299977453733,1907.8265469914325,19.703450753940842,24.796111314611814,0,0,1989.18,1,0,0,0,0,-28.704939919893157,0,0,71.29506008010684,59.323542501112605,0,0,31.77142857142857,0,49.59521013291221,0,0,64.28571428571429,78.57142857142857,0,1,-0.1091025928504384,0,1,1948.512586838766,0,0,1975.395375,1879.034625,0,0,1927.8666666666666,1,0,1971.337752992879,1864.5977529928787,0,0,-17.0,1,0,171094218,167204267.1,0,1,1928.3666666666668,1,0,1886.8,0,0,-0.8685877784590179,1,0,0.3335418118080315,0,0,1937.084693836455,0,0,0.19725909938761443,1,0,49.590775764041496,0,0,1777.559965709501,1,0
2025-05-27 00:00:00+05:30,1931.6,1948.0,1916.3,1926.3,13081074,1927.52,1858.94,0,0,1927.340767323008,1909.194950917993,0,0,46.489632593670436,0,0,8.080277640550568,0,0,1,0,1956.7176639296351,1898.3223360703648,0,0,14.051733004217207,0,0,1961.7,1886.8,0,0,1927.340767323008,1909.194950917993,18.14581640501501,23.466052332692456,0,0,1857.5399999999997,0,1,0,0,0,-47.26301735647536,0,0,52.736982643524634,62.171784601691094,0,0,32.15714285714286,0,40.93597170292644,0,0,71.42857142857143,85.71428571428571,0,1,-0.13347239560013993,0,1,1947.312052401562,0,0,1975.7079999999999,1879.3319999999999,0,0,1928.8904761904764,0,0,1973.1713003268903,1864.3513003268902,0,0,3.7000000000000455,0,1,158013144,166739818.1,1,0,1939.0,1,0,1888.062,1,0,0.19244772703630453,0,0,0.19190902970473162,0,0,1935.0128721811373,1,0,0.18533119381372032,1,0,46.71250529790409,0,0,1779.2647392421386,1,0
2025-05-28 00:00:00+05:30,1920.2,1934.5,1917.7,1923.5,9078797,1928.2549999999999,1863.7,0,0,1926.7498800425453,1910.2545841833269,0,0,49.04067536454336,0,0,5.522216766858049,0,0,0,1,1956.1808774540657,1900.329122545934,0,0,-31.915043450089904,0,0,1961.7,1886.8,0,0,1926.7498800425453,1910.2545841833269,16.49529585921846,22.07190103799766,0,0,1989.18,1,0,0,0,0,-51.00133511348465,0,0,48.99866488651535,57.67690253671561,0,0,30.807142857142853,0,43.59238522132202,0,0,78.57142857142857,92.85714285714286,1,1,-0.12895110099462995,0,1,1945.6602714418761,0,0,1976.4613749999996,1880.048625,0,0,1930.4523809523812,0,1,1972.4426050576626,1865.9826050576626,0,0,12.900000000000091,1,0,148934347,166294386.95,0,1,1930.2,0,1,1889.29876,0,0,0.6751805715482062,0,0,0.4885324662073735,1,0,1932.4646283831376,0,1,0.17313506952538749,1,0,45.8727141341703,0,0,1780.4030324653145,1,0
2025-05-29 00:00:00+05:30,1928.0,1940.8,1907.3,1927.5,14458897,1928.3799999999999,1868.0269999999998,0,0,1926.865283112923,1911.5320223919693,0,0,58.370239149689986,0,0,6.179411075689399,0,0,0,1,1956.266884296924,1900.4931157030758,0,0,-32.93583191368621,0,0,1961.7,1886.8,0,0,1926.865283112923,1911.5320223919693,15.333260720953604,20.72417297458885,0,0,1857.5399999999997,0,1,0,0,0,-52.85935085007731,0,0,47.14064914992269,49.62543222665423,0,0,30.221428571428564,0,41.66711114867768,0,0,85.71428571428571,100.0,1,1,-0.12342901716168558,0,1,1944.8062353475746,0,0,1976.5894999999998,1880.1705,0,0,1929.397142857143,0,0,1973.9218807664568,1866.0818807664566,0,0,-6.2999999999999545,1,0,163393244,165773478.9,0,1,1925.2333333333333,0,1,1890.5107848,0,0,-0.3257834315854802,0,0,1.0,0,0,1931.2369020807598,0,0,0.16136319306496727,1,0,51.906935986515975,0,0,1782.2288980203443,1,0
2025-05-30 00:00:00+05:30,1931.9,1948.8,1925.4,1944.9,14374039,1929.375,1872.7930000000001,0,0,1929.639854941704,1914.0037244370087,0,0,46.499715424018234,0,0,5.922170746025351,0,0,1,0,1958.1597090255361,1900.5902909744639,0,0,81.62880319077226,0,0,1961.7,1886.8,0,0,1929.639854941704,1914.0037244370087,15.636130504695302,19.70656448061014,0,0,1989.18,1,0,0,0,0,-25.965996908809803,0,0,74.03400309119019,56.72443904254275,0,0,26.87857142857141,0,43.777710153419086,0,0,92.85714285714286,78.57142857142857,1,1,-0.04374322378310481,0,1,1946.9772283659406,0,0,1977.6093749999998,1881.140625,0,0,1929.7435714285714,0,0,1976.4431302172702,1868.3031302172703,0,0,10.200000000000045,0,1,177767283,165971272.8,0,1,1925.2,1,0,1891.698569104,0,0,0.5272135214761997,0,0,0.23198652122556318,0,1,1934.4526319082963,0,0,0.15186275307934594,1,0,54.314149870124815,0,0,1784.2117615310538,1,0
2025-06-02 00:00:00+05:30,1930.1,1936.0,1908.0,1932.1,7334411,1929.1399999999999,1877.2269999999999,0,0,1930.0183387968264,1915.3441892935266,0,0,53.086419753086425,0,0,7.07087609130892,0,0,0,1,1957.7456600950622,1900.5343399049375,0,0,-29.074938848119114,0,0,1961.7,1886.8,0,0,1930.0183387968264,1915.3441892935266,14.674149503299759,18.700081485148065,0,0,1863.84,0,1,0,0,0,-33.64839319470728,0,0,66.35160680529272,62.50875301546855,0,0,26.53571428571427,0,45.34086562319146,0,0,100.0,85.71428571428571,1,1,0.002566746525558038,0,1,1946.5327826921443,0,0,1977.3684999999996,1880.9115,0,0,1929.670238095238,1,0,1978.1994987680066,1868.3994987680064,0,0,-6.600000000000136,1,0,170432872,165425645.55,1,0,1939.7,1,0,1892.8625977219199,0,0,-0.3404343116521491,0,0,0.5552567647376213,0,0,1933.8347147586364,1,0,0.1426683906899484,1,0,56.10945259176689,0,0,1785.125895105609,1,0
2025-06-03 00:00:00+05:30,1938.0,1952.0,1920.0,1924.6,12188792,1928.7849999999999,1881.075,0,0,1929.1847482126993,1916.0298049014136,0,0,54.685408299866126,0,0,6.959580912211364,0,0,0,1,1957.433084348568,1900.1369156514318,0,0,27.811912051599236,0,0,1961.7,1886.8,0,0,1929.1847482126993,1916.0298049014136,13.154943311285706,17.591053850375594,0,0,1989.18,1,0,0,0,0,-49.81818181818198,0,0,50.18181818181802,63.52247602610032,0,0,26.87857142857141,0,52.589936526273505,0,0,0.0,92.85714285714286,1,1,-0.036971110053863915,1,0,1944.744540129568,0,0,1977.0046249999996,1880.565375,0,0,1929.6214285714282,0,0,1979.9433560281964,1866.9033560281964,0,0,9.699999999999818,0,1,158244080,164707832.6,1,0,1925.3666666666668,0,1,1894.0033457674815,0,0,0.5065538670426584,0,0,0.6898448886048779,0,0,1931.3695201782364,0,1,0.1330241676012367,1,0,50.08327233789527,0,0,1786.5440593985425,1,0
2025-06-04 00:00:00+05:30,1921.0,1943.3,1920.9,1941.2,6480771,1928.565,1885.0169999999998,0,0,1931.0332484876687,1917.8942637976052,0,0,52.59103641456585,0,0,6.57492799581272,0,0,1,0,1956.732938100661,1900.3970618993392,0,0,54.98340284279727,0,0,1961.7,1886.8,0,0,1931.0332484876687,1917.8942637976052,13.13898469006358,16.700640018313194,0,0,1863.84,0,1,0,0,0,-23.076923076923002,0,0,76.92307692307699,64.48550063672924,0,0,25.06428571428569,0,49.104474135659466,0,0,7.142857142857142,100.0,0,1,-0.05222684900865572,0,1,1945.9811616470288,0,0,1976.7791249999998,1880.350875,0,0,1930.7171428571428,0,1,1981.2463697397966,1868.9863697397968,0,0,14.400000000000091,1,0,164724851,163778538.75,0,1,1932.2,0,1,1896.3232119367822,0,0,0.7473531243512577,0,0,0.5135599594285035,0,0,1933.3874015415429,0,0,0.12494251395123168,1,0,52.05459043408071,0,0,1787.3756775960142,1,0
