direction,entry_time,entry_price,qty,exit_time,exit_price,exit_reason,pnl,gross_pnl,fee_buy,fee_sell,total_fee
SHORT,2023-01-02 11:40:00+05:30,1219.8289499999998,819,2023-01-02 11:50:00+05:30,1221.3200999999997,CROSS_UP,-1620.641849999864,-1221.2518499998641,89.84,309.55,399.39
LONG,2023-01-02 12:20:00+05:30,1222.7214999999999,816,2023-01-02 12:30:00+05:30,1220.6781,CROSS_DOWN,-2065.7943999998306,-1667.4143999998305,89.68,308.7,398.38
SHORT,2023-01-02 14:15:00+05:30,1217.6811,818,2023-01-02 14:25:00+05:30,1221.4702499999999,CROSS_UP,-3497.9946999998656,-3099.524699999866,89.77,308.7,398.46999999999997
LONG,2023-01-02 15:00:00+05:30,1228.1769499999998,808,2023-01-02 15:10:00+05:30,1226.5722,CROSS_DOWN,-1693.2279999997897,-1296.6379999997898,89.32,307.27,396.59
SHORT,2023-01-03 09:30:00+05:30,1218.5801999999999,813,2023-01-03 09:40:00+05:30,1222.2710499999998,CROSS_UP,-3397.2410499999633,-3000.6610499999633,89.41,307.17,396.58000000000004
LONG,2023-01-03 10:10:00+05:30,1226.1749499999999,805,2023-01-03 10:20:00+05:30,1221.5772,CROSS_DOWN,-4095.228749999924,-3701.188749999924,88.97,305.07,394.03999999999996
SHORT,2023-01-03 11:25:00+05:30,1220.92785,805,2023-01-03 11:35:00+05:30,1222.1209,CROSS_UP,-1354.0752499998853,-960.4052499998852,88.75,304.92,393.67
LONG,2023-01-03 14:30:00+05:30,1218.5172999999998,806,2023-0\1-03 14:40:00+05:30,1217.53125,CROSS_DOWN,-1187.8762999997984,-794.7562999997986,88.64,304.48,393.12
SHORT,2023-01-04 09:25:00+05:30,1216.3324499999999,806,2023-01-04 09:35:00+05:30,1211.8606499999999,CROSS_UP,3211.7708000000243,3604.2708000000243,88.29,304.21,392.5
LONG,2023-01-04 14:05:00+05:30,1207.7565499999998,814,2023-01-04 14:15:00+05:30,1204.5942,CROSS_DOWN,-2967.122899999864,-2574.152899999864,88.71,304.26,392.96999999999997
SHORT,2023-01-04 14:30:00+05:30,1201.4973,816,2023-01-04 14:40:00+05:30,1202.2009999999998,CROSS_UP,-967.0091999998358,-574.2191999998358,88.57,304.22,392.79
LONG,2023-01-05 09:35:00+05:30,1205.6044,813,2023-01-05 09:45:00+05:30,1199.94885,CROSS_DOWN,-4989.302149999958,-4597.962149999958,88.51,302.83,391.34
SHORT,2023-01-05 09:50:00+05:30,1203.2955,810,2023-01-05 10:00:00+05:30,1205.85465,CROSS_UP,-2463.7815000000364,-2072.9115000000365,88.29,302.58,390.87
SHORT,2023-01-05 10:55:00+05:30,1199.8989,810,2023-01-05 11:05:00+05:30,1202.6014,CROSS_UP,-2578.925000000081,-2189.025000000081,88.11,301.79,389.90000000000003
LONG,2023-01-05 14:50:00+05:30,1196.9958,810,2023-01-05 15:00:00+05:30,1195.4034,CROSS_DOWN,-1678.4039999999982,-1289.8439999999982,87.81,300.75,388.56
LONG,2023-01-05 15:10:00+05:30,1198.0468499999997,808,2023-01-05 15:20:00+05:30,1199.54925,CROSS_DOWN,825.2092000002481,1213.939200000248,87.71,301.02,388.72999999999996
SHORT,2023-01-06 12:45:00+05:30,1204.4943,804,2023-01-06 12:55:00+05:30,1207.206,CROSS_UP,-2568.876799999869,-2180.206799999869,87.88,300.79,388.67
LONG,2023-01-06 14:40:00+05:30,1207.5062999999998,800,2023-01-06 14:50:00+05:30,1207.74105,CROSS_DOWN,-199.91999999975695,187.80000000024302,87.57,300.15,387.71999999999997
SHORT,2023-01-09 13:25:00+05:30,1230.5682,785,2023-01-09 13:35:00+05:30,1231.88065,CROSS_UP,-1418.0032500000991,-1030.273250000099,87.64,300.09,387.72999999999996
