date,open,high,low,close,volume
2023-01-02 09:15:00+05:30,1514.0,1514.75,1506.2,1511.5,178001
2023-01-02 09:25:00+05:30,1511.5,1511.95,1504.15,1507.1,128463
2023-01-02 09:35:00+05:30,1506.65,1512.0,1506.0,1511.9,134183
2023-01-02 09:45:00+05:30,1511.55,1515.45,1510.5,1514.95,104562
2023-01-02 09:55:00+05:30,1514.95,1515.0,1512.25,1514.0,71370
2023-01-02 10:05:00+05:30,1514.0,1517.0,1513.55,1515.0,359479
2023-01-02 10:15:00+05:30,1514.75,1515.6,1512.7,1514.1,24271
2023-01-02 10:25:00+05:30,1514.1,1514.1,1510.0,1510.0,34772
2023-01-02 10:35:00+05:30,1510.3,1511.6,1509.0,1509.8,29205
2023-01-02 10:45:00+05:30,1510.0,1511.5,1509.0,1511.3,74428
2023-01-02 10:55:00+05:30,1511.3,1513.75,1510.35,1512.75,61787
2023-01-02 11:05:00+05:30,1513.4,1513.95,1512.65,1513.85,18796
2023-01-02 11:15:00+05:30,1513.85,1514.7,1513.0,1513.5,15910
2023-01-02 11:25:00+05:30,1513.5,1515.0,1513.1,1514.45,28046
2023-01-02 11:35:00+05:30,1514.45,1515.9,1513.0,1515.45,50854
2023-01-02 11:45:00+05:30,1515.0,1515.95,1513.0,1513.2,40978
2023-01-02 11:55:00+05:30,1513.2,1515.5,1513.05,1514.7,29070
2023-01-02 12:05:00+05:30,1514.7,1515.75,1514.0,1515.05,28344
2023-01-02 12:15:00+05:30,1515.05,1517.65,1515.05,1517.0,48606
2023-01-02 12:25:00+05:30,1517.5,1519.3,1515.25,1518.75,123218
2023-01-02 12:35:00+05:30,1518.75,1520.0,1518.45,1519.75,95406
2023-01-02 12:45:00+05:30,1519.75,1521.6,1518.0,1518.25,68883
2023-01-02 12:55:00+05:30,1518.25,1520.4,1517.0,1520.0,56484
2023-01-02 13:05:00+05:30,1520.0,1521.3,1519.0,1519.75,126536
2023-01-02 13:15:00+05:30,1519.5,1522.45,1519.3,1522.45,44609
2023-01-02 13:25:00+05:30,1522.45,1523.5,1521.8,1522.75,138369
2023-01-02 13:35:00+05:30,1523.0,1524.4,1522.4,1522.75,182900
2023-01-02 13:45:00+05:30,1522.7,1523.15,1522.15,1522.8,84418
2023-01-02 13:55:00+05:30,1522.85,1524.3,1522.55,1523.35,89369
2023-01-02 14:05:00+05:30,1523.35,1524.5,1523.0,1523.75,148749
2023-01-02 14:15:00+05:30,1524.0,1524.0,1515.8,1518.6,142153
2023-01-02 14:25:00+05:30,1518.5,1520.95,1518.5,1520.95,47130
2023-01-02 14:35:00+05:30,1521.0,1523.25,1520.0,1521.05,127271
2023-01-02 14:45:00+05:30,1521.5,1526.45,1520.85,1524.25,208966
2023-01-02 14:55:00+05:30,1524.25,1526.0,1522.5,1524.05,218711
2023-01-02 15:05:00+05:30,1524.0,1525.2,1522.4,1522.55,239419
2023-01-02 15:15:00+05:30,1522.5,1525.95,1522.5,1523.6,123251
2023-01-02 15:25:00+05:30,1524.15,1525.0,1523.3,1524.4,65583
2023-01-03 09:15:00+05:30,1519.85,1523.3,1515.5,1520.75,180358
2023-01-03 09:25:00+05:30,1521.0,1525.9,1518.1,1522.0,89532
2023-01-03 09:35:00+05:30,1522.0,1527.45,1521.75,1524.25,94360
2023-01-03 09:45:00+05:30,1524.25,1525.0,1522.5,1523.45,45397
2023-01-03 09:55:00+05:30,1523.65,1524.5,1522.8,1524.5,22094
2023-01-03 10:05:00+05:30,1524.6,1527.95,1524.5,1527.85,135358
2023-01-03 10:15:00+05:30,1527.85,1529.3,1526.45,1526.85,61799
2023-01-03 10:25:00+05:30,1526.9,1528.8,1525.5,1528.6,280422
2023-01-03 10:35:00+05:30,1528.4,1530.0,1528.4,1528.75,71543
2023-01-03 10:45:00+05:30,1528.0,1528.85,1526.0,1528.3,37232
2023-01-03 10:55:00+05:30,1528.3,1528.85,1523.8,1527.9,66122
2023-01-03 11:05:00+05:30,1527.9,1529.8,1527.2,1529.5,360654
2023-01-03 11:15:00+05:30,1529.45,1530.6,1527.45,1529.75,68498
2023-01-03 11:25:00+05:30,1529.9,1532.0,1529.4,1530.3,99995
2023-01-03 11:35:00+05:30,1530.4,1532.65,1530.3,1531.5,182016
2023-01-03 11:45:00+05:30,1531.1,1532.1,1530.5,1530.5,330555
