direction,entry_time,entry_price,qty,exit_time,exit_price,exit_reason,pnl,gross_pnl,fee_buy,fee_sell,total_fee
SHORT,2023-01-02 09:41:00+05:30,1221.6771,818,2023-01-02 09:43:00+05:30,1223.2219999999998,CROSS_UP,-1663.228199999708,-1263.728199999708,89.87,309.63,399.5
LONG,2023-01-02 10:16:00+05:30,1222.0207999999998,816,2023-01-02 10:18:00+05:30,1219.1296499999999,CROSS_DOWN,-2757.158399999939,-2359.178399999939,89.64,308.34,397.97999999999996
LONG,2023-01-02 10:26:00+05:30,1221.3200999999997,815,2023-01-02 10:28:00+05:30,1219.3793999999998,CROSS_DOWN,-1979.2404999999012,-1581.6704999999013,89.52,308.05,397.57
SHORT,2023-01-02 10:42:00+05:30,1221.6771,813,2023-01-02 10:44:00+05:30,1224.5232999999998,CROSS_UP,-2711.3805999997776,-2313.9605999997775,89.53,307.89,397.41999999999996
SHORT,2023-01-02 10:51:00+05:30,1222.2765,810,2023-01-02 10:54:00+05:30,1224.8235999999997,CROSS_UP,-2459.4309999998163,-2063.150999999816,89.3,306.98,396.28000000000003
LONG,2023-01-02 11:16:00+05:30,1221.6204,809,2023-01-02 11:18:00+05:30,1220.0787,CROSS_DOWN,-1642.4052999999933,-1247.2352999999932,89.05,306.12,395.17
LONG,2023-01-02 11:34:00+05:30,1220.8195999999998,808,2023-01-02 11:36:00+05:30,1218.8799,CROSS_DOWN,-1961.6975999999213,-1567.2775999999212,88.93,305.49,394.42
LONG,2023-01-02 11:57:00+05:30,1221.3200999999997,806,2023-01-02 11:59:00+05:30,1219.52925,CROSS_DOWN,-1837.155099999707,-1443.425099999707,88.79,304.94,393.73
SHORT,2023-01-02 12:07:00+05:30,1220.2785,805,2023-01-02 12:09:00+05:30,1222.0207999999998,CROSS_UP,-1796.0714999999086,-1402.5514999999086,88.75,304.77,393.52
SHORT,2023-01-02 12:24:00+05:30,1220.2785,804,2023-01-02 12:26:00+05:30,1222.1209,CROSS_UP,-1874.3795999999984,-1481.2895999999982,88.67,304.42,393.09000000000003
SHORT,2023-01-02 13:28:00+05:30,1222.776,800,2023-01-02 13:30:00+05:30,1224.223,CROSS_UP,-1549.6499999999112,-1157.5999999999112,88.46,303.59,392.04999999999995
LONG,2023-01-02 13:43:00+05:30,1223.0217999999998,799,2023-01-02 13:45:00+05:30,1221.02775,CROSS_DOWN,-1984.4059499998307,-1593.2459499998308,88.32,302.84,391.15999999999997
LONG,2023-01-02 13:53:00+05:30,1222.7715499999997,798,2023-01-02 13:55:00+05:30,1221.4773,CROSS_DOWN,-1423.6314999997549,-1032.8114999997547,88.22,302.6,390.82000000000005
