direction,entry_time,entry_price,qty,exit_time,exit_price,exit_reason,pnl,gross_pnl,fee_buy,fee_sell,total_fee
LONG,2023-01-02 10:30:00+05:30,1222.4212,818,2023-01-02 10:36:00+05:30,1220.1786000000002,CROSS_DOWN,-2233.5467999998455,-1834.4467999998456,89.82,309.28,399.09999999999997
SHORT,2023-01-02 11:06:00+05:30,1221.9768000000001,816,2023-01-02 11:12:00+05:30,1223.1218999999999,CROSS_UP,-1333.1115999997792,-934.4015999997791,89.7,309.01,398.71
LONG,2023-01-02 11:36:00+05:30,1221.2199999999998,815,2023-01-02 11:42:00+05:30,1219.8289499999998,CROSS_DOWN,-1531.3657499999595,-1133.7057499999594,89.51,308.15,397.65999999999997
LONG,2023-01-02 11:48:00+05:30,1221.8205999999998,814,2023-01-02 11:54:00+05:30,1218.8799,CROSS_DOWN,-2790.779799999901,-2393.7297999999014,89.47,307.58,397.04999999999995
SHORT,2023-01-02 12:18:00+05:30,1220.6781,812,2023-01-02 12:24:00+05:30,1222.1209,CROSS_UP,-1568.1735999998427,-1171.5535999998428,89.32,307.3,396.62
SHORT,2023-01-02 12:36:00+05:30,1221.02775,811,2023-01-02 12:42:00+05:30,1223.2720499999998,CROSS_UP,-2216.4672999998697,-1820.1272999998696,89.3,307.04,396.34000000000003
SHORT,2023-01-02 15:00:00+05:30,1226.22255,805,2023-01-02 15:06:00+05:30,1228.9277,CROSS_UP,-2572.9057500000026,-2177.6457500000024,89.12,306.14,395.26
LONG,2023-01-03 09:30:00+05:30,1221.3200999999997,807,2023-01-03 09:36:00+05:30,1218.8799,CROSS_DOWN,-2363.25139999982,-1969.24139999982,88.87,305.14,394.01
LONG,2023-01-03 09:57:00+05:30,1225.5743499999999,802,2023-01-03 10:03:00+05:30,1224.3744,CROSS_DOWN,-1355.7098999999553,-962.3598999999554,88.69,304.66,393.35
SHORT,2023-01-03 10:06:00+05:30,1223.6751000000002,802,2023-01-03 10:12:00+05:30,1226.1749499999999,CROSS_UP,-2398.1096999997567,-2004.8796999997567,88.73,304.5,393.23
LONG,2023-01-03 11:39:00+05:30,1222.1209,801,2023-01-03 11:45:00+05:30,1220.2785,CROSS_DOWN,-1867.5623999999982,-1475.7623999999983,88.43,303.37,391.8
LONG,2023-01-03 11:57:00+05:30,1220.4692499999999,801,2023-01-03 12:03:00+05:30,1216.2825,CROSS_DOWN,-3744.3767499998776,-3353.5867499998776,88.34,302.45,390.78999999999996
LONG,2023-01-03 12:51:00+05:30,1216.5152999999998,800,2023-01-03 12:57:00+05:30,1214.9838,CROSS_DOWN,-1615.059999999859,-1225.1999999998588,88.05,301.81,389.86
LONG,2023-01-04 09:39:00+05:30,1211.8105999999998,802,2023-01-04 09:45:00+05:30,1207.3914,CROSS_DOWN,-3932.9183999998545,-3544.1983999998547,87.96,300.76,388.71999999999997
LONG,2023-01-04 11:57:00+05:30,1207.9067,801,2023-01-04 12:06:00+05:30,1200.9978,CROSS_DOWN,-5920.658899999923,-5534.028899999923,87.68,298.95,386.63
LONG,2023-01-04 12:36:00+05:30,1204.9036999999998,798,2023-01-04 12:42:00+05:30,1202.4963,CROSS_DOWN,-2306.6451999998603,-1921.1051999998604,87.28,298.26,385.53999999999996
SHORT,2023-01-04 12:51:00+05:30,1202.796,798,2023-01-04 12:57:00+05:30,1204.7034999999998,CROSS_UP,-1907.7849999998402,-1522.1849999998403,87.27,298.33,385.59999999999997
SHORT,2023-01-04 14:06:00+05:30,1205.6931000000002,794,2023-01-04 14:12:00+05:30,1207.7064999999998,CROSS_UP,-1983.3595999996762,-1598.6395999996762,87.11,297.61,384.72
SHORT,2023-01-04 14:15:00+05:30,1204.9938,793,2023-01-04 14:21:00+05:30,1204.7034999999998,CROSS_UP,-153.77209999990828,230.20790000009174,86.87,297.11,383.98
LONG,2023-01-04 14:45:00+05:30,1201.9007,795,2023-01-04 14:51:00+05:30,1198.8,CROSS_DOWN,-2848.3264999999687,-2465.0564999999688,86.88,296.39,383.27
LONG,2023-01-04 15:21:00+05:30,1200.8997,793,2023-01-04 15:27:00+05:30,1198.4004,CROSS_DOWN,-2364.2248999999592,-1981.944899999959,86.67,295.61,382.28000000000003
SHORT,2023-01-05 09:18:00+05:30,1200.8979,791,2023-01-05 09:24:00+05:30,1204.35315,CROSS_UP,-3115.2827499999826,-2733.1027499999827,86.69,295.49,382.18
LONG,2023-01-05 10:57:00+05:30,1202.3010999999997,788,2023-01-05 11:03:00+05:30,1199.24955,CROSS_DOWN,-2785.051399999747,-2404.621399999747,86.34,294.09,380.42999999999995
LONG,2023-01-05 11:18:00+05:30,1201.4502499999999,786,2023-01-05 11:24:00+05:30,1199.799,CROSS_DOWN,-1677.542499999914,-1297.8824999999142,86.14,293.52,379.65999999999997
SHORT,2023-01-05 15:03:00+05:30,1195.803,788,2023-01-05 15:09:00+05:30,1198.9977999999999,CROSS_UP,-2896.9823999998102,-2517.50239999981,86.17,293.31,379.48
SHORT,2023-01-05 15:21:00+05:30,1199.4993,784,2023-01-05 15:27:00+05:30,1203.1019,CROSS_UP,-3203.278399999952,-2824.438399999952,86.07,292.77,378.84
LONG,2023-01-06 10:18:00+05:30,1208.9077,775,2023-01-06 10:24:00+05:30,1205.2935,CROSS_DOWN,-3177.6149999999866,-2801.0049999999865,85.65,290.96,376.61
SHORT,2023-01-06 11:45:00+05:30,1209.33945,772,2023-01-06 11:54:00+05:30,1213.0117999999998,CROSS_UP,-3211.494199999864,-2835.054199999864,85.62,290.82,376.44
LONG,2023-01-06 12:42:00+05:30,1208.0568499999997,770,2023-01-06 12:48:00+05:30,1203.795,CROSS_DOWN,-3655.734499999723,-3281.624499999723,85.2,288.91,374.11
LONG,2023-01-06 13:15:00+05:30,1206.7054999999998,768,2023-01-06 13:21:00+05:30,1200.6981,CROSS_DOWN,-4986.193199999796,-4613.683199999796,84.97,287.54,372.51
LONG,2023-01-06 13:24:00+05:30,1202.8015999999998,766,2023-01-06 13:30:00+05:30,1202.1966,CROSS_DOWN,-835.2299999998397,-463.42999999983977,84.62,287.18,371.8
SHORT,2023-01-06 15:00:00+05:30,1206.792,763,2023-01-06 15:06:00+05:30,1210.8095999999998,CROSS_UP,-3437.358799999925,-3065.428799999925,84.78,287.15,371.92999999999995
SHORT,2023-01-09 09:18:00+05:30,1215.4833,755,2023-01-09 09:24:00+05:30,1217.9667499999998,CROSS_UP,-2245.774749999789,-1875.004749999789,84.5,286.27,370.77
SHORT,2023-01-09 10:15:00+05:30,1224.9238500000001,747,2023-01-09 10:21:00+05:30,1227.2259999999999,CROSS_UP,-2089.516049999818,-1719.7060499998177,84.31,285.5,369.81
SHORT,2023-01-09 10:33:00+05:30,1224.72405,746,2023-01-09 10:39:00+05:30,1227.67645,CROSS_UP,-2571.850399999924,-2202.4903999999237,84.25,285.11,369.36
SHORT,2023-01-09 10:54:00+05:30,1226.02275,743,2023-01-09 11:00:00+05:30,1231.4302,CROSS_UP,-4386.255349999945,-4017.7353499999454,84.19,284.33,368.52
SHORT,2023-01-09 11:06:00+05:30,1231.6671000000001,736,2023-01-09 11:12:00+05:30,1236.1349,CROSS_UP,-3655.2207999999246,-3288.3007999999245,83.85,283.07,366.91999999999996
SHORT,2023-01-09 11:54:00+05:30,1235.6631,730,2023-01-09 12:00:00+05:30,1237.9367,CROSS_UP,-2024.967999999991,-1659.727999999991,83.45,281.79,365.24
LONG,2023-01-09 12:36:00+05:30,1234.18295,730,2023-01-09 12:42:00+05:30,1233.11565,CROSS_DOWN,-1143.6489999999503,-779.1289999999503,83.27,281.25,364.52
LONG,2023-01-09 13:33:00+05:30,1232.0808499999998,730,2023-01-09 13:39:00+05:30,1229.21955,CROSS_DOWN,-2452.3489999998546,-2088.7489999998547,83.16,280.44,363.6
SHORT,2023-01-09 14:33:00+05:30,1232.2665,728,2023-01-09 14:39:00+05:30,1234.7334999999998,CROSS_UP,-2159.475999999906,-1795.975999999906,83.13,280.37,363.5
SHORT,2023-01-09 15:06:00+05:30,1236.3624,724,2023-01-09 15:12:00+05:30,1239.4381999999998,CROSS_UP,-2589.7191999998877,-2226.8791999998875,83.03,279.81,362.84000000000003
SHORT,2023-01-09 15:15:00+05:30,1237.2615,721,2023-01-09 15:24:00+05:30,1239.0377999999998,CROSS_UP,-1642.4022999998303,-1280.7122999998303,82.76,278.93,361.69
LONG,2023-01-10 09:33:00+05:30,1233.232,722,2023-01-10 09:39:00+05:30,1230.01875,CROSS_DOWN,-2680.326500000012,-2319.966500000012,82.57,277.79,360.36
LONG,2023-01-10 09:42:00+05:30,1232.0307999999998,721,2023-01-10 09:48:00+05:30,1228.7200500000001,CROSS_DOWN,-2746.650749999743,-2387.050749999743,82.43,277.17,359.6
LONG,2023-01-10 10:03:00+05:30,1230.37915,719,2023-01-10 10:09:00+05:30,1228.8699,CROSS_DOWN,-1443.8407500000471,-1085.150750000047,82.19,276.5,358.69
SHORT,2023-01-10 12:12:00+05:30,1227.771,720,2023-01-10 12:18:00+05:30,1229.2279999999998,CROSS_UP,-1407.8699999999135,-1049.0399999999136,82.21,276.62,358.83
LONG,2023-01-10 12:42:00+05:30,1225.0237999999997,720,2023-01-10 12:48:00+05:30,1222.0766999999998,CROSS_DOWN,-2479.371999999902,-2121.911999999902,82.01,275.45,357.46
LONG,2023-01-10 14:36:00+05:30,1218.4171999999999,722,2023-01-10 14:45:00+05:30,1214.784,CROSS_DOWN,-2979.670399999827,-2623.170399999827,81.86,274.64,356.5
SHORT,2023-01-10 15:27:00+05:30,1219.779,719,2023-01-11 09:18:00+05:30,1215.1139,CROSS_UP,2998.1168999999554,3354.2068999999556,81.46,274.63,356.09
LONG,2023-01-11 09:30:00+05:30,1208.7575499999998,728,2023-01-11 09:36:00+05:30,1209.789,CROSS_DOWN,393.325600000129,750.895600000129,81.88,275.69,357.57
SHORT,2023-01-11 10:15:00+05:30,1211.6871,726,2023-01-11 10:21:00+05:30,1212.0608499999998,CROSS_UP,-628.6124999998151,-271.3424999998151,81.88,275.39,357.27
SHORT,2023-01-11 10:33:00+05:30,1210.2884999999999,727,2023-01-11 10:39:00+05:30,1213.2119999999998,CROSS_UP,-2482.83449999991,-2125.38449999991,82.01,275.44,357.45
SHORT,2023-01-11 10:42:00+05:30,1209.789,725,2023-01-11 10:48:00+05:30,1210.6094,CROSS_UP,-951.1700000000459,-594.7900000000459,81.73,274.65,356.38
LONG,2023-01-11 10:54:00+05:30,1207.9067,725,2023-01-11 11:00:00+05:30,1207.84095,CROSS_DOWN,-403.5087499999855,-47.668749999985494,81.6,274.24,355.84000000000003
SHORT,2023-01-11 12:24:00+05:30,1209.0897,724,2023-01-11 12:30:00+05:30,1210.6594499999999,CROSS_UP,-1492.308999999917,-1136.498999999917,81.65,274.16,355.81000000000006
LONG,2023-01-11 12:54:00+05:30,1208.6073999999999,723,2023-01-11 13:00:00+05:30,1206.4923000000001,CROSS_DOWN,-1883.957299999824,-1529.217299999824,81.47,273.27,354.74
SHORT,2023-01-11 13:36:00+05:30,1207.5911999999998,722,2023-01-11 13:42:00+05:30,1209.7085,CROSS_UP,-1883.2806000000821,-1528.6906000000822,81.44,273.15,354.59
LONG,2023-01-11 14:06:00+05:30,1204.9036999999998,722,2023-01-11 14:12:00+05:30,1201.5972,CROSS_DOWN,-2740.4229999999384,-2387.2929999999383,81.21,271.92,353.13
LONG,2023-01-12 10:03:00+05:30,1191.7905999999998,728,2023-01-12 10:09:00+05:30,1190.0088,CROSS_DOWN,-1649.7803999998168,-1297.1503999998167,81.06,271.57,352.63
LONG,2023-01-12 11:12:00+05:30,1184.4832999999999,731,2023-01-12 11:18:00+05:30,1181.26755,CROSS_DOWN,-2702.4132499998855,-2350.7132499998856,80.94,270.76,351.7
LONG,2023-01-12 13:24:00+05:30,1179.7785999999999,732,2023-01-12 13:30:00+05:30,1177.9708500000002,CROSS_DOWN,-1674.472999999791,-1323.272999999791,80.79,270.41,351.20000000000005
LONG,2023-01-12 13:36:00+05:30,1177.176,732,2023-01-12 13:42:00+05:30,1176.47235,CROSS_DOWN,-865.8317999999451,-515.0717999999451,80.67,270.09,350.76
LONG,2023-01-12 13:51:00+05:30,1178.3772,730,2023-01-12 13:57:00+05:30,1176.2725500000001,CROSS_DOWN,-1886.3444999998285,-1536.3944999998284,80.57,269.38,349.95
SHORT,2023-01-12 15:27:00+05:30,1178.4204,729,2023-01-13 09:18:00+05:30,1170.8697,CROSS_UP,5154.840300000004,5504.460300000004,80.13,269.49,349.62
LONG,2023-01-13 09:30:00+05:30,1168.61745,739,2023-01-13 09:36:00+05:30,1168.08075,CROSS_DOWN,-748.0812999999132,-396.62129999991316,80.79,270.67,351.46000000000004
LONG,2023-01-13 09:45:00+05:30,1167.3662,740,2023-01-13 09:51:00+05:30,1163.68515,CROSS_DOWN,-3074.866999999936,-2723.976999999936,80.81,270.08,350.89
LONG,2023-01-13 10:06:00+05:30,1162.7615999999998,740,2023-01-13 10:12:00+05:30,1161.2376000000002,CROSS_DOWN,-1477.8999999997482,-1127.7599999997483,80.58,269.56,350.14
SHORT,2023-01-13 10:42:00+05:30,1167.2316,736,2023-01-13 10:51:00+05:30,1168.3171499999999,CROSS_UP,-1149.0047999998415,-798.9647999998415,80.55,269.49,350.04
SHORT,2023-01-13 12:24:00+05:30,1167.7311000000002,734,2023-01-13 12:33:00+05:30,1169.81865,CROSS_UP,-1881.651699999807,-1532.2616999998072,80.46,268.93,349.39
SHORT,2023-01-13 13:15:00+05:30,1172.9259,730,2023-01-13 13:21:00+05:30,1175.0738999999999,CROSS_UP,-1917.129999999935,-1568.039999999935,80.41,268.68,349.09000000000003
SHORT,2023-01-13 13:24:00+05:30,1172.7261,728,2023-01-13 13:30:00+05:30,1174.2730999999999,CROSS_UP,-1474.385999999853,-1126.215999999853,80.21,267.96,348.16999999999996
SHORT,2023-01-13 13:45:00+05:30,1175.77305,725,2023-01-13 13:51:00+05:30,1177.3762,CROSS_UP,-1510.0037499999378,-1162.2837499999378,80.13,267.59,347.71999999999997
SHORT,2023-01-13 14:03:00+05:30,1177.0218,723,2023-01-13 14:09:00+05:30,1178.6774999999998,CROSS_UP,-1544.2810999998533,-1197.0710999998532,80.04,267.17,347.21000000000004
LONG,2023-01-16 10:00:00+05:30,1174.4232499999998,723,2023-01-16 10:06:00+05:30,1171.2276000000002,CROSS_DOWN,-2656.2649499997538,-2310.454949999754,79.83,265.98,345.81
LONG,2023-01-16 10:09:00+05:30,1173.5724,721,2023-01-16 10:15:00+05:30,1170.6281999999999,CROSS_DOWN,-2467.588200000099,-2122.7682000000987,79.64,265.18,344.82
LONG,2023-01-16 11:24:00+05:30,1172.0709,720,2023-01-16 11:30:00+05:30,1170.6281999999999,CROSS_DOWN,-1383.0840000000426,-1038.7440000000424,79.49,264.85,344.34000000000003
SHORT,2023-01-16 12:03:00+05:30,1171.2276000000002,720,2023-01-16 12:12:00+05:30,1173.9727999999998,CROSS_UP,-2321.0939999997217,-1976.5439999997216,79.58,264.97,344.55
LONG,2023-01-16 12:51:00+05:30,1168.9678,719,2023-01-16 12:57:00+05:30,1166.6322,CROSS_DOWN,-2022.246399999918,-1679.2963999999179,79.26,263.69,342.95
LONG,2023-01-16 13:00:00+05:30,1169.2180499999997,717,2023-01-16 13:06:00+05:30,1167.4314,CROSS_DOWN,-1623.3280499998432,-1281.0280499998432,79.12,263.18,342.3
